8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
250,0
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
250,0
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
250,0
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
250,0
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
250,0
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
250,0
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
250,0
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
8,800
8,970
250,0
